Namespace(batch_size=32, cuda=True, dropout=0.1, emb_dropout=0.1, clip=0.4, epochs=30, ksize=4, data='./data/lambada', emsize=500, levels=5, log_interval=100, lr=4, nhid=500, seed=1111, tied=True, optim='SGD', validseqlen=50, seq_len=100, corpus=False, power=2, save='model_WL_power2.pt')
torch.Size([32, 6782901])
Total # of words: 93216
Weight tied
| epoch   1 |   100/135658 batches | lr 4.00000 | ms/batch 167.77790 | loss 12.34 | ppl 228852.24
| epoch   1 |  2000/135658 batches | lr 4.00000 | ms/batch 103.86012 | loss  6.11 | ppl   449.84
| epoch   1 |  2100/135658 batches | lr 4.00000 | ms/batch 103.87948 | loss  6.10 | ppl   444.94
| epoch   1 |  2200/135658 batches | lr 4.00000 | ms/batch 103.85900 | loss  6.07 | ppl   430.79
| epoch   1 |  2300/135658 batches | lr 4.00000 | ms/batch 103.80533 | loss  6.04 | ppl   420.94
| epoch   1 |  2400/135658 batches | lr 4.00000 | ms/batch 104.47710 | loss  6.04 | ppl   420.28
| epoch   1 |  2500/135658 batches | lr 4.00000 | ms/batch 103.77637 | loss  6.02 | ppl   411.23
| epoch   1 |  2600/135658 batches | lr 4.00000 | ms/batch 103.83254 | loss  5.98 | ppl   394.10
| epoch   1 |  2700/135658 batches | lr 4.00000 | ms/batch 104.01542 | loss  5.91 | ppl   368.53
| epoch   1 |  2800/135658 batches | lr 4.00000 | ms/batch 104.00334 | loss  5.84 | ppl   342.34
| epoch   1 |  2900/135658 batches | lr 4.00000 | ms/batch 104.10683 | loss  5.79 | ppl   325.67
| epoch   1 |  3000/135658 batches | lr 4.00000 | ms/batch 104.89172 | loss  5.76 | ppl   317.85
| epoch   1 |  3100/135658 batches | lr 4.00000 | ms/batch 103.93014 | loss  5.74 | ppl   311.99
| epoch   1 |  3200/135658 batches | lr 4.00000 | ms/batch 104.08902 | loss  5.70 | ppl   300.19
| epoch   1 |  3300/135658 batches | lr 4.00000 | ms/batch 103.89105 | loss  5.70 | ppl   300.08
| epoch   1 |  3400/135658 batches | lr 4.00000 | ms/batch 103.91879 | loss  5.69 | ppl   296.48
| epoch   1 |  3500/135658 batches | lr 4.00000 | ms/batch 104.16739 | loss  5.68 | ppl   294.05
| epoch   1 |  3600/135658 batches | lr 4.00000 | ms/batch 104.37741 | loss  5.63 | ppl   277.76
| epoch   1 |  3700/135658 batches | lr 4.00000 | ms/batch 104.00864 | loss  5.59 | ppl   268.79
| epoch   1 |  3800/135658 batches | lr 4.00000 | ms/batch 104.41441 | loss  5.57 | ppl   263.29
| epoch   1 |  3900/135658 batches | lr 4.00000 | ms/batch 103.77729 | loss  5.49 | ppl   243.04
| epoch   1 |  4000/135658 batches | lr 4.00000 | ms/batch 103.90703 | loss  5.46 | ppl   234.57
| epoch   1 |  4100/135658 batches | lr 4.00000 | ms/batch 103.73642 | loss  5.46 | ppl   235.47
| epoch   1 |  4200/135658 batches | lr 4.00000 | ms/batch 104.25822 | loss  5.40 | ppl   221.36
| epoch   1 |  4300/135658 batches | lr 4.00000 | ms/batch 103.75399 | loss  5.43 | ppl   227.10
| epoch   1 |  4400/135658 batches | lr 4.00000 | ms/batch 103.79328 | loss  5.40 | ppl   221.54
| epoch   1 |  4500/135658 batches | lr 4.00000 | ms/batch 103.81054 | loss  5.35 | ppl   210.12
| epoch   1 |  4600/135658 batches | lr 4.00000 | ms/batch 103.76252 | loss  5.31 | ppl   202.86
| epoch   1 |  4700/135658 batches | lr 4.00000 | ms/batch 103.75485 | loss  5.31 | ppl   202.91
| epoch   1 |  4800/135658 batches | lr 4.00000 | ms/batch 104.17286 | loss  5.33 | ppl   206.11
| epoch   1 |  4900/135658 batches | lr 4.00000 | ms/batch 104.09738 | loss  5.38 | ppl   217.66
| epoch   1 |  5000/135658 batches | lr 4.00000 | ms/batch 103.75171 | loss  5.36 | ppl   213.62
| epoch   1 |  5100/135658 batches | lr 4.00000 | ms/batch 103.74425 | loss  5.29 | ppl   198.98
| epoch   1 |  5200/135658 batches | lr 4.00000 | ms/batch 103.74117 | loss  5.32 | ppl   204.15
| epoch   1 |  5300/135658 batches | lr 4.00000 | ms/batch 103.70719 | loss  5.25 | ppl   191.13
| epoch   1 |  5400/135658 batches | lr 4.00000 | ms/batch 104.71668 | loss  5.23 | ppl   187.08
| epoch   1 |  5500/135658 batches | lr 4.00000 | ms/batch 103.73620 | loss  5.26 | ppl   192.52
| epoch   1 |  5600/135658 batches | lr 4.00000 | ms/batch 103.76909 | loss  5.34 | ppl   208.85
| epoch   1 |  5700/135658 batches | lr 4.00000 | ms/batch 103.71776 | loss  5.25 | ppl   191.36
| epoch   1 |  5800/135658 batches | lr 4.00000 | ms/batch 103.72019 | loss  5.14 | ppl   171.45
| epoch   1 |  5900/135658 batches | lr 4.00000 | ms/batch 104.15434 | loss  5.14 | ppl   170.42
| epoch   1 |  6000/135658 batches | lr 4.00000 | ms/batch 104.80705 | loss  5.14 | ppl   170.63
| epoch   1 |  6100/135658 batches | lr 4.00000 | ms/batch 103.88544 | loss  5.17 | ppl   175.09
| epoch   1 |  6200/135658 batches | lr 4.00000 | ms/batch 103.70493 | loss  5.23 | ppl   187.24
| epoch   1 |  6300/135658 batches | lr 4.00000 | ms/batch 103.67855 | loss  5.14 | ppl   170.16
| epoch   1 |  6400/135658 batches | lr 4.00000 | ms/batch 103.68361 | loss  5.18 | ppl   177.44
| epoch   1 |  6500/135658 batches | lr 4.00000 | ms/batch 103.66001 | loss  5.23 | ppl   186.90
| epoch   1 |  6600/135658 batches | lr 4.00000 | ms/batch 103.70260 | loss  5.22 | ppl   185.52
| epoch   1 |  6700/135658 batches | lr 4.00000 | ms/batch 104.23619 | loss  5.18 | ppl   178.39
| epoch   1 |  6800/135658 batches | lr 4.00000 | ms/batch 103.67521 | loss  5.16 | ppl   174.39
| epoch   1 |  6900/135658 batches | lr 4.00000 | ms/batch 103.87268 | loss  5.11 | ppl   165.44
| epoch   1 |  7000/135658 batches | lr 4.00000 | ms/batch 103.68086 | loss  5.06 | ppl   157.47
| epoch   1 |  7100/135658 batches | lr 4.00000 | ms/batch 103.69100 | loss  5.11 | ppl   166.49
| epoch   1 |  7200/135658 batches | lr 4.00000 | ms/batch 103.72443 | loss  5.09 | ppl   161.97
| epoch   1 |  7300/135658 batches | lr 4.00000 | ms/batch 104.33350 | loss  5.08 | ppl   160.97
| epoch   1 |  7400/135658 batches | lr 4.00000 | ms/batch 103.89540 | loss  5.06 | ppl   157.72
| epoch   1 |  7500/135658 batches | lr 4.00000 | ms/batch 103.82690 | loss  5.06 | ppl   157.54
| epoch   1 |  7600/135658 batches | lr 4.00000 | ms/batch 103.77755 | loss  5.04 | ppl   154.42
| epoch   1 |  7700/135658 batches | lr 4.00000 | ms/batch 103.69789 | loss  4.98 | ppl   145.99
| epoch   1 |  7800/135658 batches | lr 4.00000 | ms/batch 103.76201 | loss  5.02 | ppl   151.03
| epoch   1 |  7900/135658 batches | lr 4.00000 | ms/batch 104.43674 | loss  4.97 | ppl   144.64
| epoch   1 |  8000/135658 batches | lr 4.00000 | ms/batch 103.76951 | loss  4.95 | ppl   141.41
| epoch   1 |  8100/135658 batches | lr 4.00000 | ms/batch 103.74732 | loss  4.91 | ppl   136.30
| epoch   1 |  8200/135658 batches | lr 4.00000 | ms/batch 103.75520 | loss  4.90 | ppl   134.46
| epoch   1 |  8300/135658 batches | lr 4.00000 | ms/batch 104.07752 | loss  4.88 | ppl   131.53
| epoch   1 |  8400/135658 batches | lr 4.00000 | ms/batch 103.74106 | loss  4.83 | ppl   125.36
| epoch   1 |  8500/135658 batches | lr 4.00000 | ms/batch 104.30024 | loss  4.85 | ppl   127.37
| epoch   1 |  8600/135658 batches | lr 4.00000 | ms/batch 104.01274 | loss  4.80 | ppl   121.47
| epoch   1 |  8700/135658 batches | lr 4.00000 | ms/batch 103.94062 | loss  4.86 | ppl   128.84
| epoch   1 |  8800/135658 batches | lr 4.00000 | ms/batch 104.08936 | loss  4.87 | ppl   130.67
| epoch   1 |  8900/135658 batches | lr 4.00000 | ms/batch 103.74718 | loss  4.91 | ppl   134.99
| epoch   1 |  9000/135658 batches | lr 4.00000 | ms/batch 103.79420 | loss  4.84 | ppl   126.32
| epoch   1 |  9100/135658 batches | lr 4.00000 | ms/batch 104.19697 | loss  4.78 | ppl   119.29
| epoch   1 |  9200/135658 batches | lr 4.00000 | ms/batch 103.72172 | loss  4.84 | ppl   126.45
| epoch   1 |  9300/135658 batches | lr 4.00000 | ms/batch 104.15444 | loss  4.72 | ppl   112.06
| epoch   1 |  9400/135658 batches | lr 4.00000 | ms/batch 103.68442 | loss  4.70 | ppl   110.36
| epoch   1 |  9500/135658 batches | lr 4.00000 | ms/batch 103.71830 | loss  4.73 | ppl   112.80
| epoch   1 |  9600/135658 batches | lr 4.00000 | ms/batch 103.74051 | loss  4.78 | ppl   119.12
| epoch   1 |  9700/135658 batches | lr 4.00000 | ms/batch 104.29398 | loss  4.80 | ppl   121.30
| epoch   1 |  9800/135658 batches | lr 4.00000 | ms/batch 103.77298 | loss  4.72 | ppl   112.37
| epoch   1 |  9900/135658 batches | lr 4.00000 | ms/batch 103.69194 | loss  4.70 | ppl   109.83
| epoch   1 | 10000/135658 batches | lr 4.00000 | ms/batch 103.67318 | loss  4.76 | ppl   116.40
| epoch   1 | 10100/135658 batches | lr 4.00000 | ms/batch 103.74104 | loss  4.73 | ppl   112.79
| epoch   1 | 10200/135658 batches | lr 4.00000 | ms/batch 103.74459 | loss  4.74 | ppl   114.63
| epoch   1 | 10300/135658 batches | lr 4.00000 | ms/batch 104.24519 | loss  4.76 | ppl   116.56
| epoch   1 | 10400/135658 batches | lr 4.00000 | ms/batch 103.73421 | loss  4.79 | ppl   120.64
| epoch   1 | 10500/135658 batches | lr 4.00000 | ms/batch 103.71427 | loss  4.80 | ppl   121.64
| epoch   1 | 10600/135658 batches | lr 4.00000 | ms/batch 103.69945 | loss  4.77 | ppl   118.00
| epoch   1 | 10700/135658 batches | lr 4.00000 | ms/batch 103.98055 | loss  4.74 | ppl   114.29
| epoch   1 | 10800/135658 batches | lr 4.00000 | ms/batch 103.71098 | loss  4.77 | ppl   117.84
| epoch   1 | 10900/135658 batches | lr 4.00000 | ms/batch 104.31562 | loss  4.73 | ppl   113.51
| epoch   1 | 11000/135658 batches | lr 4.00000 | ms/batch 103.71121 | loss  4.70 | ppl   110.22
| epoch   1 | 11100/135658 batches | lr 4.00000 | ms/batch 103.71730 | loss  4.74 | ppl   114.14
| epoch   1 | 11200/135658 batches | lr 4.00000 | ms/batch 103.69380 | loss  4.73 | ppl   112.86
| epoch   1 | 11300/135658 batches | lr 4.00000 | ms/batch 103.72784 | loss  4.75 | ppl   115.52
| epoch   1 | 11400/135658 batches | lr 4.00000 | ms/batch 103.81561 | loss  4.77 | ppl   117.73
| epoch   1 | 11500/135658 batches | lr 4.00000 | ms/batch 104.24666 | loss  4.70 | ppl   110.03
| epoch   1 | 11600/135658 batches | lr 4.00000 | ms/batch 103.72600 | loss  4.73 | ppl   112.75
| epoch   1 | 11700/135658 batches | lr 4.00000 | ms/batch 103.73564 | loss  4.73 | ppl   112.91
| epoch   1 | 11800/135658 batches | lr 4.00000 | ms/batch 103.70285 | loss  4.72 | ppl   112.07
| epoch   1 | 11900/135658 batches | lr 4.00000 | ms/batch 103.76144 | loss  4.67 | ppl   106.66
| epoch   1 | 12000/135658 batches | lr 4.00000 | ms/batch 103.75813 | loss  4.67 | ppl   107.06
| epoch   1 | 12100/135658 batches | lr 4.00000 | ms/batch 104.25926 | loss  4.69 | ppl   109.26
| epoch   1 | 12200/135658 batches | lr 4.00000 | ms/batch 103.96296 | loss  4.67 | ppl   106.40
| epoch   1 | 12300/135658 batches | lr 4.00000 | ms/batch 103.72080 | loss  4.69 | ppl   109.12
| epoch   1 | 12400/135658 batches | lr 4.00000 | ms/batch 103.67350 | loss  4.62 | ppl   101.51
| epoch   1 | 12500/135658 batches | lr 4.00000 | ms/batch 103.73324 | loss  4.64 | ppl   104.04
| epoch   1 | 12600/135658 batches | lr 4.00000 | ms/batch 103.75374 | loss  4.70 | ppl   110.10
| epoch   1 | 12700/135658 batches | lr 4.00000 | ms/batch 104.20626 | loss  4.73 | ppl   112.79
| epoch   1 | 12800/135658 batches | lr 4.00000 | ms/batch 103.72931 | loss  4.71 | ppl   110.63
| epoch   1 | 12900/135658 batches | lr 4.00000 | ms/batch 103.69026 | loss  4.67 | ppl   106.34
| epoch   1 | 13000/135658 batches | lr 4.00000 | ms/batch 103.69204 | loss  4.68 | ppl   107.24
| epoch   1 | 13100/135658 batches | lr 4.00000 | ms/batch 103.70686 | loss  4.76 | ppl   116.92
| epoch   1 | 13200/135658 batches | lr 4.00000 | ms/batch 104.06918 | loss  4.75 | ppl   115.74
| epoch   1 | 13300/135658 batches | lr 4.00000 | ms/batch 104.20508 | loss  4.71 | ppl   110.73
| epoch   1 | 13400/135658 batches | lr 4.00000 | ms/batch 103.72096 | loss  4.74 | ppl   114.48
| epoch   1 | 13500/135658 batches | lr 4.00000 | ms/batch 103.72338 | loss  4.77 | ppl   118.46
| epoch   1 | 13600/135658 batches | lr 4.00000 | ms/batch 103.76019 | loss  4.81 | ppl   122.33
| epoch   1 | 13700/135658 batches | lr 4.00000 | ms/batch 103.77079 | loss  4.68 | ppl   107.57
| epoch   1 | 13800/135658 batches | lr 4.00000 | ms/batch 103.71773 | loss  4.75 | ppl   115.96
| epoch   1 | 13900/135658 batches | lr 4.00000 | ms/batch 103.71983 | loss  4.75 | ppl   116.15
| epoch   1 | 14000/135658 batches | lr 4.00000 | ms/batch 104.35288 | loss  4.70 | ppl   110.26
| epoch   1 | 14100/135658 batches | lr 4.00000 | ms/batch 103.72571 | loss  4.70 | ppl   109.99
| epoch   1 | 14200/135658 batches | lr 4.00000 | ms/batch 103.77334 | loss  4.73 | ppl   113.22
| epoch   1 | 14300/135658 batches | lr 4.00000 | ms/batch 103.87319 | loss  4.73 | ppl   113.58
| epoch   1 | 14400/135658 batches | lr 4.00000 | ms/batch 104.05069 | loss  4.66 | ppl   105.95
| epoch   1 | 14500/135658 batches | lr 4.00000 | ms/batch 103.87281 | loss  4.69 | ppl   108.44
| epoch   1 | 14600/135658 batches | lr 4.00000 | ms/batch 104.66224 | loss  4.72 | ppl   111.67
| epoch   1 | 14700/135658 batches | lr 4.00000 | ms/batch 103.90921 | loss  4.71 | ppl   110.88
| epoch   1 | 14800/135658 batches | lr 4.00000 | ms/batch 103.69882 | loss  4.70 | ppl   110.04
| epoch   1 | 14900/135658 batches | lr 4.00000 | ms/batch 103.71010 | loss  4.68 | ppl   108.25
| epoch   1 | 15000/135658 batches | lr 4.00000 | ms/batch 103.75329 | loss  4.70 | ppl   109.47
| epoch   1 | 15100/135658 batches | lr 4.00000 | ms/batch 103.76603 | loss  4.67 | ppl   106.71
| epoch   1 | 15200/135658 batches | lr 4.00000 | ms/batch 104.14792 | loss  4.59 | ppl    98.49
| epoch   1 | 15300/135658 batches | lr 4.00000 | ms/batch 104.39246 | loss  4.61 | ppl   100.63
| epoch   1 | 15400/135658 batches | lr 4.00000 | ms/batch 103.83890 | loss  4.62 | ppl   101.79
| epoch   1 | 15500/135658 batches | lr 4.00000 | ms/batch 103.77402 | loss  4.60 | ppl    99.56
| epoch   1 | 15600/135658 batches | lr 4.00000 | ms/batch 102.04336 | loss  4.57 | ppl    96.83
| epoch   1 | 15700/135658 batches | lr 4.00000 | ms/batch 102.50187 | loss  4.68 | ppl   107.75
| epoch   1 | 15800/135658 batches | lr 4.00000 | ms/batch 104.54770 | loss  4.66 | ppl   105.22
| epoch   1 | 15900/135658 batches | lr 4.00000 | ms/batch 104.01038 | loss  4.65 | ppl   104.12
| epoch   1 | 16000/135658 batches | lr 4.00000 | ms/batch 104.50796 | loss  4.62 | ppl   101.44
| epoch   1 | 16100/135658 batches | lr 4.00000 | ms/batch 104.03886 | loss  4.63 | ppl   102.06
| epoch   1 | 16200/135658 batches | lr 4.00000 | ms/batch 103.76669 | loss  4.61 | ppl   100.06
| epoch   1 | 16300/135658 batches | lr 4.00000 | ms/batch 103.78482 | loss  4.57 | ppl    96.90
| epoch   1 | 16400/135658 batches | lr 4.00000 | ms/batch 104.39586 | loss  4.57 | ppl    96.65
| epoch   1 | 16500/135658 batches | lr 4.00000 | ms/batch 104.33028 | loss  4.59 | ppl    98.70
| epoch   1 | 16600/135658 batches | lr 4.00000 | ms/batch 103.74382 | loss  4.65 | ppl   104.49
| epoch   1 | 16700/135658 batches | lr 4.00000 | ms/batch 103.68529 | loss  4.66 | ppl   105.31
| epoch   1 | 16800/135658 batches | lr 4.00000 | ms/batch 103.69897 | loss  4.62 | ppl   101.48
| epoch   1 | 16900/135658 batches | lr 4.00000 | ms/batch 103.69426 | loss  4.59 | ppl    98.74
| epoch   1 | 17000/135658 batches | lr 4.00000 | ms/batch 104.34831 | loss  4.62 | ppl   101.25
| epoch   1 | 17100/135658 batches | lr 4.00000 | ms/batch 103.78125 | loss  4.62 | ppl   101.21
| epoch   1 | 17200/135658 batches | lr 4.00000 | ms/batch 103.80683 | loss  4.67 | ppl   107.07
| epoch   1 | 17300/135658 batches | lr 4.00000 | ms/batch 103.74712 | loss  4.69 | ppl   108.61
| epoch   1 | 17400/135658 batches | lr 4.00000 | ms/batch 103.77499 | loss  4.67 | ppl   106.34
| epoch   1 | 17500/135658 batches | lr 4.00000 | ms/batch 103.93824 | loss  4.74 | ppl   114.22
| epoch   1 | 17600/135658 batches | lr 4.00000 | ms/batch 104.50106 | loss  4.64 | ppl   103.63
| epoch   1 | 17700/135658 batches | lr 4.00000 | ms/batch 103.73443 | loss  4.61 | ppl   100.81
| epoch   1 | 17800/135658 batches | lr 4.00000 | ms/batch 103.73105 | loss  4.64 | ppl   103.40
| epoch   1 | 17900/135658 batches | lr 4.00000 | ms/batch 103.76898 | loss  4.58 | ppl    97.55
| epoch   1 | 18000/135658 batches | lr 4.00000 | ms/batch 103.67648 | loss  4.58 | ppl    97.97
| epoch   1 | 18100/135658 batches | lr 4.00000 | ms/batch 103.66474 | loss  4.60 | ppl    99.28
| epoch   1 | 18200/135658 batches | lr 4.00000 | ms/batch 104.20669 | loss  4.50 | ppl    90.05
| epoch   1 | 18300/135658 batches | lr 4.00000 | ms/batch 103.67310 | loss  4.64 | ppl   103.91
| epoch   1 | 18400/135658 batches | lr 4.00000 | ms/batch 103.66110 | loss  4.54 | ppl    93.49
| epoch   1 | 18500/135658 batches | lr 4.00000 | ms/batch 103.84015 | loss  4.60 | ppl    99.05
| epoch   1 | 18600/135658 batches | lr 4.00000 | ms/batch 103.95204 | loss  4.55 | ppl    94.23
| epoch   1 | 18700/135658 batches | lr 4.00000 | ms/batch 103.87438 | loss  4.54 | ppl    93.41
| epoch   1 | 18800/135658 batches | lr 4.00000 | ms/batch 105.05540 | loss  4.59 | ppl    98.93
| epoch   1 | 18900/135658 batches | lr 4.00000 | ms/batch 104.01135 | loss  4.56 | ppl    95.76
| epoch   1 | 19000/135658 batches | lr 4.00000 | ms/batch 103.86325 | loss  4.50 | ppl    90.28
| epoch   1 | 19100/135658 batches | lr 4.00000 | ms/batch 103.77613 | loss  4.57 | ppl    96.44
| epoch   1 | 19200/135658 batches | lr 4.00000 | ms/batch 103.73358 | loss  4.52 | ppl    92.03
| epoch   1 | 19300/135658 batches | lr 4.00000 | ms/batch 103.72699 | loss  4.56 | ppl    95.49
| epoch   1 | 19400/135658 batches | lr 4.00000 | ms/batch 104.24185 | loss  4.58 | ppl    97.43
| epoch   1 | 19500/135658 batches | lr 4.00000 | ms/batch 103.75721 | loss  4.59 | ppl    98.15
| epoch   1 | 19600/135658 batches | lr 4.00000 | ms/batch 103.69408 | loss  4.58 | ppl    97.50
| epoch   1 | 19700/135658 batches | lr 4.00000 | ms/batch 103.72734 | loss  4.57 | ppl    96.98
| epoch   1 | 19800/135658 batches | lr 4.00000 | ms/batch 103.70553 | loss  4.49 | ppl    88.83
| epoch   1 | 19900/135658 batches | lr 4.00000 | ms/batch 104.09272 | loss  4.54 | ppl    93.24
| epoch   1 | 20000/135658 batches | lr 4.00000 | ms/batch 104.45662 | loss  4.62 | ppl   101.23
| epoch   1 | 20100/135658 batches | lr 4.00000 | ms/batch 103.82336 | loss  4.59 | ppl    98.51
| epoch   1 | 20200/135658 batches | lr 4.00000 | ms/batch 103.90344 | loss  4.54 | ppl    93.76
| epoch   1 | 20300/135658 batches | lr 4.00000 | ms/batch 103.81462 | loss  4.50 | ppl    89.96
| epoch   1 | 20400/135658 batches | lr 4.00000 | ms/batch 103.71006 | loss  4.49 | ppl    89.35
| epoch   1 | 20500/135658 batches | lr 4.00000 | ms/batch 103.71792 | loss  4.52 | ppl    91.91
| epoch   1 | 20600/135658 batches | lr 4.00000 | ms/batch 104.87902 | loss  4.54 | ppl    93.37
| epoch   1 | 20700/135658 batches | lr 4.00000 | ms/batch 103.68298 | loss  4.51 | ppl    90.50
| epoch   1 | 20800/135658 batches | lr 4.00000 | ms/batch 101.75272 | loss  4.52 | ppl    91.69
| epoch   1 | 20900/135658 batches | lr 4.00000 | ms/batch 101.72127 | loss  4.58 | ppl    97.30
| epoch   1 | 21000/135658 batches | lr 4.00000 | ms/batch 101.70594 | loss  4.63 | ppl   102.29
| epoch   1 | 21100/135658 batches | lr 4.00000 | ms/batch 101.70257 | loss  4.51 | ppl    90.81
| epoch   1 | 21200/135658 batches | lr 4.00000 | ms/batch 105.59511 | loss  4.52 | ppl    91.77
| epoch   1 | 21300/135658 batches | lr 4.00000 | ms/batch 104.24833 | loss  4.50 | ppl    90.17
| epoch   1 | 21400/135658 batches | lr 4.00000 | ms/batch 103.93970 | loss  4.45 | ppl    85.58
| epoch   1 | 21500/135658 batches | lr 4.00000 | ms/batch 103.69707 | loss  4.48 | ppl    88.15
| epoch   1 | 21600/135658 batches | lr 4.00000 | ms/batch 103.71977 | loss  4.44 | ppl    84.37
| epoch   1 | 21700/135658 batches | lr 4.00000 | ms/batch 103.73926 | loss  4.49 | ppl    89.22
| epoch   1 | 21800/135658 batches | lr 4.00000 | ms/batch 103.67873 | loss  4.45 | ppl    85.79
| epoch   1 | 21900/135658 batches | lr 4.00000 | ms/batch 104.18848 | loss  4.50 | ppl    89.64
| epoch   1 | 22000/135658 batches | lr 4.00000 | ms/batch 103.70014 | loss  4.50 | ppl    90.43
| epoch   1 | 22100/135658 batches | lr 4.00000 | ms/batch 103.67787 | loss  4.49 | ppl    89.07
| epoch   1 | 22200/135658 batches | lr 4.00000 | ms/batch 103.70442 | loss  4.47 | ppl    87.59
| epoch   1 | 22300/135658 batches | lr 4.00000 | ms/batch 104.00788 | loss  4.42 | ppl    82.96
| epoch   1 | 22400/135658 batches | lr 4.00000 | ms/batch 103.69231 | loss  4.46 | ppl    86.51
| epoch   1 | 22500/135658 batches | lr 4.00000 | ms/batch 104.21665 | loss  4.40 | ppl    81.24
| epoch   1 | 22600/135658 batches | lr 4.00000 | ms/batch 103.70128 | loss  4.42 | ppl    82.77
| epoch   1 | 22700/135658 batches | lr 4.00000 | ms/batch 103.67516 | loss  4.41 | ppl    82.12
| epoch   1 | 22800/135658 batches | lr 4.00000 | ms/batch 103.95855 | loss  4.42 | ppl    82.77
| epoch   1 | 22900/135658 batches | lr 4.00000 | ms/batch 103.82463 | loss  4.45 | ppl    85.27
| epoch   1 | 23000/135658 batches | lr 4.00000 | ms/batch 103.76031 | loss  4.43 | ppl    84.23
| epoch   1 | 23100/135658 batches | lr 4.00000 | ms/batch 104.29063 | loss  4.38 | ppl    80.19
| epoch   1 | 23200/135658 batches | lr 4.00000 | ms/batch 103.72926 | loss  4.36 | ppl    78.26
| epoch   1 | 23300/135658 batches | lr 4.00000 | ms/batch 103.84299 | loss  4.35 | ppl    77.72
| epoch   1 | 23400/135658 batches | lr 4.00000 | ms/batch 104.47251 | loss  4.37 | ppl    78.87
| epoch   1 | 23500/135658 batches | lr 4.00000 | ms/batch 103.85180 | loss  4.33 | ppl    75.64
| epoch   1 | 23600/135658 batches | lr 4.00000 | ms/batch 103.82100 | loss  4.41 | ppl    82.47
| epoch   1 | 23700/135658 batches | lr 4.00000 | ms/batch 104.42152 | loss  4.45 | ppl    85.30
| epoch   1 | 23800/135658 batches | lr 4.00000 | ms/batch 103.75500 | loss  4.38 | ppl    79.93
| epoch   1 | 23900/135658 batches | lr 4.00000 | ms/batch 103.79734 | loss  4.40 | ppl    81.46
| epoch   1 | 24000/135658 batches | lr 4.00000 | ms/batch 103.70895 | loss  4.37 | ppl    78.67
| epoch   1 | 24100/135658 batches | lr 4.00000 | ms/batch 103.75762 | loss  4.38 | ppl    79.86
| epoch   1 | 24200/135658 batches | lr 4.00000 | ms/batch 103.79241 | loss  4.37 | ppl    79.32
| epoch   1 | 24300/135658 batches | lr 4.00000 | ms/batch 104.38647 | loss  4.39 | ppl    80.78
| epoch   1 | 24400/135658 batches | lr 4.00000 | ms/batch 103.87784 | loss  4.35 | ppl    77.79
| epoch   1 | 24500/135658 batches | lr 4.00000 | ms/batch 103.68408 | loss  4.34 | ppl    76.48
| epoch   1 | 24600/135658 batches | lr 4.00000 | ms/batch 103.69414 | loss  4.40 | ppl    81.15
